Order_ID,Order_Date,Customer_ID,City,State,Category,Product,Quantity,Unit_Price_INR,Discount_Rate,Discount_Amount_INR,Shipping_Fee_INR,Net_Sales_INR,Sales_Channel,Payment_Method,Customer_Segment,Order_Status
ORD101173,2025-01-25,CUST10559,Indore,Madhya Pradesh,Beauty,Face Wash,2,3429.0,0.1,685.8,49,6221.2,Website,UPI,Returning Customer,Delivered
ORD101482,2025-01-25,CUST10569,Ahmedabad,Gujarat,Beauty,Shampoo,1,1092.0,0.1,109.2,0,982.8,Mobile App,Wallet,Returning Customer,Delivered
ORD100743,2025-01-26,CUST10419,Bengaluru,Karnataka,Electronics,Smartwatch,1,28725.0,0.0,0.0,0,28725.0,Website,UPI,New Customer,Delivered
ORD100882,2025-01-26,CUST10136,Pune,Maharashtra,Home & Kitchen,Cookware Set,1,6527.0,0.1,652.7,79,1456.01,Website,UPI,Returning Customer,Returned
ORD101367,2025-01-26,CUST10550,Mumbai,Maharashtra,Sports,Yoga Mat,1,9960.0,0.0,0.0,0,9960.0,Website,Net Banking,Returning Customer,Delivered
ORD101649,2025-01-26,CUST10435,Indore,Madhya Pradesh,Fashion,Jacket,1,1294.0,0.0,0.0,99,0.0,Mobile App,Credit Card,New Customer,Cancelled
ORD101682,2025-01-26,CUST10242,Mumbai,Maharashtra,Home & Kitchen,Cookware Set,1,2820.0,0.2,564.0,49,2305.0,Marketplace,Debit Card,New Customer,Delivered
ORD101728,2025-01-26,CUST10496,Delhi,Delhi,Electronics,Laptop,2,17069.0,0.0,0.0,49,0.0,Website,Cash on Delivery,Returning Customer,Cancelled
ORD101742,2025-01-26,CUST10268,Jaipur,Rajasthan,Beauty,Perfume,1,2498.0,0.0,0.0,0,2498.0,Mobile App,UPI,Returning Customer,Delivered
ORD101766,2025-01-26,CUST10339,Bengaluru,Karnataka,Home & Kitchen,Coffee Maker,1,16271.0,0.2,3254.2,149,1986.38,Mobile App,UPI,VIP,Returned
ORD101877,2025-01-26,CUST10267,Kochi,Kerala,Beauty,Shampoo,2,2500.0,0.0,0.0,0,5000.0,Website,UPI,Returning Customer,Delivered
ORD100338,2025-01-27,CUST10224,Hyderabad,Telangana,Electronics,Tablet,2,35899.0,0.1,7179.8,0,64618.2,Mobile App,UPI,New Customer,Delivered
ORD100619,2025-01-27,CUST10237,Mumbai,Maharashtra,Home & Kitchen,Coffee Maker,1,12078.0,0.0,0.0,0,12078.0,Website,UPI,VIP,Delivered
ORD100892,2025-01-27,CUST10351,Kochi,Kerala,Fashion,Jacket,1,572.0,0.05,28.6,0,543.4,Website,UPI,New Customer,Delivered
ORD101017,2025-01-27,CUST10544,Indore,Madhya Pradesh,Beauty,Hair Dryer,1,5144.0,0.05,257.2,0,4886.8,Website,Cash on Delivery,Returning Customer,Delivered
ORD101081,2025-01-27,CUST10186,Indore,Madhya Pradesh,Sports,Running Shoes,1,5502.0,0.05,275.1,0,0.0,Marketplace,Cash on Delivery,New Customer,Cancelled
ORD101087,2025-01-27,CUST10449,Ahmedabad,Gujarat,Electronics,Headphones,2,24566.0,0.0,0.0,149,0.0,Marketplace,Debit Card,New Customer,Cancelled
ORD101777,2025-01-27,CUST10083,Ahmedabad,Gujarat,Sports,Cricket Bat,1,2907.0,0.1,290.7,49,0.0,Website,UPI,Returning Customer,Cancelled
ORD100313,2025-01-28,CUST10177,Kolkata,West Bengal,Fashion,Sneakers,2,8546.0,0.15,2563.8,79,14607.2,Website,Wallet,New Customer,Delivered
ORD100586,2025-01-28,CUST10142,Lucknow,Uttar Pradesh,Sports,Football,1,6226.0,0.0,0.0,99,6325.0,Mobile App,UPI,Returning Customer,Delivered
ORD100627,2025-01-28,CUST10586,Bengaluru,Karnataka,Electronics,Tablet,1,30868.0,0.0,0.0,0,30868.0,Mobile App,Debit Card,New Customer,Delivered
ORD100837,2025-01-28,CUST10245,Lucknow,Uttar Pradesh,Fashion,T-Shirt,2,6787.0,0.0,0.0,49,13623.0,Marketplace,Credit Card,VIP,Delivered
ORD100876,2025-01-28,CUST10006,Chennai,Tamil Nadu,Home & Kitchen,Cookware Set,1,11027.0,0.05,551.35,49,10524.65,Mobile App,Credit Card,VIP,Delivered
ORD101088,2025-01-28,CUST10088,Chennai,Tamil Nadu,Home & Kitchen,Cookware Set,3,1758.0,0.0,0.0,0,5274.0,Website,UPI,Returning Customer,Delivered
ORD100080,2025-01-29,CUST10042,Lucknow,Uttar Pradesh,Home & Kitchen,Cookware Set,1,5265.0,0.0,0.0,149,0.0,Mobile App,UPI,Returning Customer,Cancelled
